'-skip-logged'	'Download -skip-logged failed: '
'zamplugin.control'	'OK!'
'zamplugin.error'	'OK!'
'zamplugin.navigation'	'OK!'
'zamplugin.sampledata'	'OK!'
'zamplugin.sitemanager'	'OK!'
'zapps'	'OK!'
'zc.async'	'Get package args failed: ImportError: No module named roman'
'zc.authorizedotnet'	'Download zc.authorizedotnet failed: '
'zc.beforestorage'	'OK!'
'zc.buildout'	'OK!'
'zc.buildoutsftp'	'OK!'
'zc.catalog'	'OK!'
'zc.comment'	'OK!'
'zc.configuration'	'OK!'
'zc.copy'	'OK!'
'zc.creditcard'	'OK!'
'zc.datetimewidget'	'OK!'
'zc.demostorage2'	'OK!'
'zc.dict'	'OK!'
'zc.displayname'	'OK!'
'zc.extrinsicreference'	'Download zc.extrinsicreference failed: None'
'zc.form'	'OK!'
'zc.freeze'	'OK!'
'zc.i18n'	'OK!'
'zc.icp'	'OK!'
'zc.iso8601'	'OK!'
'zc.lockfile'	'OK!'
'zc.monitor'	'OK!'
'zc.monitorlogstats'	'OK!'
'zc.ngi'	'OK!'
'zc.objectlog'	'Get package args failed: ImportError: No module named roman'
'zc.queue'	'OK!'
'zc.recipe.cmmi'	'OK!'
'zc.recipe.deployment'	'OK!'
'zc.recipe.egg'	'OK!'
'zc.recipe.filestorage'	'OK!'
'zc.recipe.icu'	'OK!'
'zc.recipe.macro'	'Get package args failed: ImportError: No module named roman'
'zc.recipe.rhrc'	'OK!'
'zc.recipe.testrunner'	'Download zc.recipe.testrunner failed: '
'zc.recipe.wrapper'	'Get package args failed: ImportError: No module named roman'
'zc.recipe.zope3checkout'	'Download zc.recipe.zope3checkout failed: None'
'zc.recipe.zope3instance'	'Download zc.recipe.zope3instance failed: None'
'zc.relation'	'OK!'
'zc.relationship'	'OK!'
'zc.resourcelibrary'	'OK!'
'zc.rst2'	'OK!'
'zc.security'	'OK!'
'zc.shortcut'	'OK!'
'zc.sourcefactory'	'OK!'
'zc.sourcerelease'	'OK!'
'zc.sshtunnel'	'OK!'
'zc.ssl'	'OK!'
'zc.table'	'OK!'
'zc.testbrowser'	'OK!'
'zc.twist'	'Get package args failed: ImportError: No module named roman'
'zc.vault'	'OK!'
'zc.z3monitor'	'OK!'
'zc.zdaemonrecipe'	'OK!'
'zc.zodbactivitylog'	'OK!'
'zc.zodbrecipes'	'OK!'
'zc.zope3recipes'	'OK!'
'zcontact'	'OK!'
'zdaemon'	'OK!'
'zeam.utils.batch'	'OK!'
'zeep.sms'	"Download zeep.sms failed: [Errno 21] Is a directory: '/var/www/localhost/htdocs/pypicache/downloads/trunk'"
'zest.recipe.mysql'	'OK!'
'zfec'	'Download zfec failed: '
'zflow'	'OK!'
'zgeo.atom'	'OK!'
'zgeo.geographer'	'OK!'
'zgeo.kml'	'OK!'
'zgeo.plone.atom'	'OK!'
'zgeo.plone.geographer'	'OK!'
'zgeo.plone.kml'	'OK!'
'zgeo.spatialindex'	'OK!'
'zhpy'	'OK!'
'zif.gzipper'	'OK!'
'zif.headincludes'	'OK!'
'zif.jsmin'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'src/zif/jsmin/README.txt'"
'zif.jsonserver'	'OK!'
'zif.sedna'	'OK!'
'zif.xtemplate'	'OK!'
'zimple'	'Download zimple failed: None'
'zimplewiki'	'OK!'
'zinspect'	"pkgsys.setup_args failed: Unrecognized license: 'PSF'"
'zodbcode'	'OK!'
'zoePG'	'Download zoePG failed: None'
'zoner'	'Get package args failed: ImportError: No module named turbogears.finddata'
'zope'	'Download zope failed: None'
'zope.annotation'	'OK!'
'zope.app.annotation'	'OK!'
'zope.app.apidoc'	'OK!'
'zope.app.applicationcontrol'	'OK!'
'zope.app.appsetup'	'OK!'
'zope.app.authentication'	'OK!'
'zope.app.basicskin'	'OK!'
'zope.app.boston'	'OK!'
'zope.app.broken'	'OK!'
'zope.app.cache'	'OK!'
'zope.app.catalog'	'OK!'
'zope.app.component'	'OK!'
'zope.app.container'	'OK!'
'zope.app.content'	'OK!'
'zope.app.dav'	'OK!'
'zope.app.debug'	'OK!'
'zope.app.debugskin'	'OK!'
'zope.app.dependable'	'OK!'
'zope.app.dtmlpage'	'OK!'
'zope.app.error'	'OK!'
'zope.app.exception'	'OK!'
'zope.app.externaleditor'	'OK!'
'zope.app.file'	'OK!'
'zope.app.folder'	'OK!'
'zope.app.form'	'OK!'
'zope.app.ftp'	'OK!'
'zope.app.generations'	'OK!'
'zope.app.homefolder'	'OK!'
'zope.app.http'	'OK!'
'zope.app.i18n'	'OK!'
'zope.app.i18nfile'	'OK!'
'zope.app.interface'	'OK!'
'zope.app.interpreter'	'OK!'
'zope.app.intid'	'OK!'
'zope.app.keyreference'	'OK!'
'zope.app.layers'	'OK!'
'zope.app.locales'	'OK!'
'zope.app.locking'	'OK!'
'zope.app.module'	'OK!'
'zope.app.onlinehelp'	'OK!'
'zope.app.pagetemplate'	'OK!'
'zope.app.pluggableauth'	'OK!'
'zope.app.preference'	'OK!'
'zope.app.preview'	'OK!'
'zope.app.principalannotation'	'OK!'
'zope.app.publication'	'OK!'
'zope.app.publisher'	'OK!'
'zope.app.pythonpage'	'OK!'
'zope.app.renderer'	'OK!'
'zope.app.rotterdam'	'OK!'
'zope.app.schema'	'OK!'
'zope.app.security'	'OK!'
'zope.app.securitypolicy'	'OK!'
'zope.app.server'	'OK!'
'zope.app.session'	'OK!'
'zope.app.skins'	'OK!'
'zope.app.sqlscript'	'OK!'
'zope.app.testing'	'OK!'
'zope.app.traversing'	'OK!'
'zope.app.tree'	'OK!'
'zope.app.twisted'	'OK!'
'zope.app.undo'	'OK!'
'zope.app.wfmc'	'OK!'
'zope.app.workflow'	'OK!'
'zope.app.wsgi'	'OK!'
'zope.app.xmlrpcintrospection'	'OK!'
'zope.app.zapi'	'OK!'
'zope.app.zcmlfiles'	'OK!'
'zope.app.zopeappgenerations'	'OK!'
'zope.app.zptpage'	'OK!'
'zope.bforest'	'Get package args failed: ImportError: No module named roman'
'zope.cachedescriptors'	'OK!'
'zope.component'	'OK!'
'zope.configuration'	'OK!'
'zope.contentprovider'	'OK!'
'zope.contenttype'	'OK!'
'zope.copypastemove'	'OK!'
'zope.datetime'	'OK!'
'zope.decorator'	'OK!'
'zope.deferredimport'	'OK!'
'zope.dependencytool'	'OK!'
'zope.deprecation'	'OK!'
'zope.documenttemplate'	'OK!'
'zope.dottedname'	'OK!'
'zope.dublincore'	'OK!'
'zope.error'	'OK!'
'zope.event'	'OK!'
'zope.exceptions'	'OK!'
'zope.file'	'OK!'
'zope.filerepresentation'	'OK!'
'zope.formlib'	'OK!'
'zope.hookable'	'OK!'
'zope.html'	'OK!'
'zope.i18n'	'OK!'
'zope.i18nmessageid'	'OK!'
'zope.index'	'OK!'
'zope.interface'	'OK!'
'zope.lifecycleevent'	'OK!'
'zope.location'	'OK!'
'zope.locking'	'OK!'
'zope.mimetype'	'OK!'
'zope.minmax'	'OK!'
'zope.modulealias'	'OK!'
'zope.pagetemplate'	'OK!'
'zope.paste'	'OK!'
'zope.proxy'	'OK!'
'zope.psycopgda'	'OK!'
'zope.publisher'	'OK!'
'zope.pypisupport'	'OK!'
'zope.rdb'	'OK!'
'zope.schema'	'OK!'
'zope.security'	'OK!'
'zope.securitypolicy'	'OK!'
'zope.sendmail'	'OK!'
'zope.sequencesort'	'OK!'
'zope.server'	'OK!'
'zope.session'	'OK!'
'zope.size'	'OK!'
'zope.sqlalchemy'	'Get package args failed: ImportError: No module named roman'
'zope.structuredtext'	'OK!'
'zope.tal'	'OK!'
'zope.tales'	'OK!'
'zope.testbrowser'	'OK!'
'zope.testing'	'OK!'
'zope.testrecorder'	'OK!'
'zope.thread'	'OK!'
'zope.traversing'	'OK!'
'zope.ucol'	'OK!'
'zope.viewlet'	'OK!'
'zope.wfmc'	'OK!'
'zope.xmlpickle'	'OK!'
'zope3app'	'Download zope3app failed: None'
'zopeproject'	'OK!'
'zopyx.convert'	'OK!'
'zopyx.multieventcalendar'	'OK!'
'zopyx.parallel-svn-externals-updater'	'OK!'
'zopyx.slimp'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'src/zopyx/slimp/version.txt'"
'zopyx.textindexng3'	'Download zopyx.textindexng3 failed: '
'zpkg'	'Get package args failed: '
'zptlint'	'Download zptlint failed: None'
'ztg'	'Download ztg failed: None'
'zw.jsmath'	'Get package args failed: '
'zw.schema'	"Get package args failed: IOError: [Errno 2] No such file or directory: 'src/zw/schema/reference/README.txt'"
'zw.widget'	'OK!'
================================
'CocoPy'
	'Get package args failed: ImportError: No module named cocopy.setupInfo'
	'process failed: /usr/local/portage/dev-python/cocopy/files/CocoPy-1.1.0rc-fixsetupInfo.patch'
	'Get package args failed: '
	'Get package args failed: ImportError: cannot import name MetaData'
	"Unpack CocoPy failed: [Errno 2] No such file or directory: '/var/tmp/pypi/unpack/CocoPy-1.1.0rc'"
	"Unpack CocoPy failed: global name 'unpackpath_cleanup' is not defined"
'EuroPython2006-PyQt4-Examples'
	'Download EuroPython2006-PyQt4-Examples failed: '
'PalmDB'
	'Download PalmDB failed: '
'Parlance'
	'Download Parlance failed: '
'ParseTime'
	'Download ParseTime failed: '
'Paste'
	'Download Paste failed: '
'PasteDeploy'
	'Download PasteDeploy failed: '
'PasteScript'
	'Download PasteScript failed: '
	'Download PasteScript failed: '
'PasteWebKit'
	'Download PasteWebKit failed: '
'Paver'
	'Download Paver failed: '
'PdbTextMateSupport'
	'Download PdbTextMateSupport failed: '
'Persistence'
	'Download Persistence failed: '
'Phebe'
	'Download Phebe failed: '
'PlugBoard'
	'Download PlugBoard failed: '
'PoachEggs'
	'Download PoachEggs failed: '
'Pocoo'
	'Download Pocoo failed: '
'Poly'
	'Download Poly failed: '
'Portfolyo'
	'Download Portfolyo failed: '
'Posterity'
	'Download Posterity failed: '
'ProcImap'
	'Download ProcImap failed: '
'SimpleAuth-client'
	'Download SimpleAuth-client failed: '
	'Download SimpleAuth-client failed: '
'gnue-common'
	'Download gnue-common failed: None'
'huBarcode'
	'Download huBarcode failed: '
'networkx'
	'Download networkx failed: '
'neveredit'
	'Download neveredit failed: '
'setuptools'
	'Download setuptools failed: None'
	'Download setuptools failed: None'
	'Download setuptools failed: None'
	'Download setuptools failed: None'
	'Get package args failed: '
'wxSFTP'
	'Download wxSFTP failed: '
